GEN		MAX FITNESS
0		0.0
1		394.0
2		439.0
3		412.0
4		373.0
5		292.0
6		326.0
7		238.0
8		288.0
9		338.0
10		312.0
11		432.0
12		305.0
13		314.0
14		319.0
15		244.0
16		253.0
17		337.0
18		264.0
19		278.0
20		302.0
21		272.0
22		247.0
23		297.0
24		332.0
25		265.0
26		302.0
27		347.0
28		303.0
29		239.0
30		170.0
31		257.0
32		258.0
33		284.0
34		368.0

GEN		AVG FITNESS
0		0.0
1		217.16666666666666
2		276.8333333333333
3		241.66666666666666
4		241.83333333333334
5		175.66666666666666
6		209.5
7		181.33333333333334
8		205.83333333333334
9		231.0
10		221.33333333333334
11		233.83333333333334
12		215.0
13		181.33333333333334
14		171.33333333333334
15		151.16666666666666
16		178.0
17		177.5
18		180.83333333333334
19		207.0
20		225.66666666666666
21		204.5
22		194.16666666666666
23		201.16666666666666
24		172.33333333333334
25		179.0
26		195.33333333333334
27		219.33333333333334
28		207.0
29		174.66666666666666
30		114.33333333333333
31		148.66666666666666
32		125.83333333333333
33		191.33333333333334
34		243.66666666666666

GEN		MAX OFFSPRING FITNESS
0		394.0
1		439.0
2		412.0
3		373.0
4		292.0
5		326.0
6		238.0
7		288.0
8		338.0
9		312.0
10		432.0
11		305.0
12		314.0
13		319.0
14		244.0
15		253.0
16		337.0
17		264.0
18		278.0
19		302.0
20		272.0
21		247.0
22		297.0
23		332.0
24		265.0
25		302.0
26		347.0
27		303.0
28		239.0
29		170.0
30		257.0
31		258.0
32		284.0
33		368.0
34		281.0

GEN		AVG OFFSPRING FITNESS
0		45.93333333333333
1		61.2
2		45.4
3		40.93333333333333
4		35.13333333333333
5		38.46666666666667
6		37.13333333333333
7		41.233333333333334
8		44.13333333333333
9		42.53333333333333
10		46.333333333333336
11		38.9
12		38.63333333333333
13		36.2
14		28.266666666666666
15		37.86666666666667
16		35.5
17		34.333333333333336
18		40.833333333333336
19		44.46666666666667
20		40.833333333333336
21		38.2
22		42.03333333333333
23		34.733333333333334
24		38.1
25		37.333333333333336
26		44.4
27		40.0
28		34.9
29		22.866666666666667
30		31.3
31		29.566666666666666
32		40.13333333333333
33		45.0
34		43.06666666666667

GEN		BEST INDIVIDUAL
0		fitness: 394.0, genome: [4.74, 3.85, 2.57, 4.654408887058924] 1.7785547466900458
1		fitness: 439.0, genome: [2.54, 3.14, 1.0, 3.246379855395411] 0.5918091009339614
