GEN		MAX FITNESS
0		0.0
1		467.0
2		354.0
3		429.0
4		427.0
5		475.0
6		470.0
7		446.0
8		477.0
9		347.0
10		257.0
11		440.0
12		461.0
13		289.0
14		410.0
15		470.0
16		333.0
17		443.0
18		375.0
19		282.0
20		335.0
21		295.0
22		169.0
23		372.0
24		422.0
25		397.0
26		288.0
27		405.0
28		396.0
29		349.0
30		343.0
31		310.0
32		359.0
33		303.0
34		371.0

GEN		AVG FITNESS
0		0.0
1		240.83333333333334
2		183.66666666666666
3		240.83333333333334
4		268.3333333333333
5		359.3333333333333
6		336.0
7		318.0
8		306.1666666666667
9		252.33333333333334
10		177.66666666666666
11		203.16666666666666
12		230.16666666666666
13		111.16666666666667
14		172.0
15		235.33333333333334
16		192.0
17		247.0
18		219.83333333333334
19		211.83333333333334
20		174.83333333333334
21		155.16666666666666
22		118.66666666666667
23		206.5
24		157.0
25		217.16666666666666
26		118.5
27		216.66666666666666
28		211.16666666666666
29		183.33333333333334
30		221.83333333333334
31		231.33333333333334
32		241.33333333333334
33		200.83333333333334
34		213.5

GEN		MAX OFFSPRING FITNESS
0		467.0
1		354.0
2		429.0
3		427.0
4		475.0
5		470.0
6		446.0
7		477.0
8		347.0
9		257.0
10		440.0
11		461.0
12		289.0
13		410.0
14		470.0
15		333.0
16		443.0
17		375.0
18		282.0
19		335.0
20		295.0
21		169.0
22		372.0
23		422.0
24		397.0
25		288.0
26		405.0
27		396.0
28		349.0
29		343.0
30		310.0
31		359.0
32		303.0
33		371.0
34		366.0

GEN		AVG OFFSPRING FITNESS
0		48.56666666666667
1		33.266666666666666
2		36.13333333333333
3		61.7
4		71.03333333333333
5		66.06666666666666
6		63.6
7		59.63333333333333
8		46.43333333333333
9		35.53333333333333
10		40.63333333333333
11		51.93333333333333
12		22.233333333333334
13		42.233333333333334
14		50.333333333333336
15		38.4
16		49.4
17		35.46666666666667
18		40.166666666666664
19		36.96666666666667
20		29.8
21		23.166666666666668
22		41.3
23		37.46666666666667
24		45.53333333333333
25		29.133333333333333
26		41.733333333333334
27		39.93333333333333
28		39.833333333333336
29		47.5
30		46.233333333333334
31		48.86666666666667
32		40.766666666666666
33		42.1
34		41.766666666666666

GEN		BEST INDIVIDUAL
0		fitness: 467.0, genome: [1.46, 2.03, 1.06, 4.752637798863461] 0.9411280586413677
1		fitness: 467.0, genome: [1.46, 2.03, 1.06, 4.752637798863461] 1.3644955291138772
2		fitness: 429.0, genome: [1.44, 2.03, 1.06, 5.0] 0.1354982784228016
3		fitness: 429.0, genome: [1.44, 2.03, 1.06, 5.0] 1.0372295373932763
4		fitness: 475.0, genome: [1.44, 2.03, 1.08, 4.76763779886346] 0.6919763054245822
5		fitness: 475.0, genome: [1.44, 2.03, 1.08, 4.76763779886346] 1.9103224086809463
6		fitness: 470.0, genome: [1.44, 2.03, 1.08, 4.752637798863461] 0.31465679662943447
7		fitness: 477.0, genome: [1.89, 2.03, 1.0, 5.0] 0.924464576047203
8		fitness: 477.0, genome: [1.89, 2.03, 1.0, 5.0] 0.2518721946702853
9		fitness: 347.0, genome: [4.8, 2.03, 1.08, 5.0] 0.4473890003865546
10		fitness: 440.0, genome: [4.8, 2.0, 1.06, 5.0] 0.812622374078148
11		fitness: 461.0, genome: [1.47, 1.0, 1.06, 5.0] 1.6492969002176634
12		fitness: 461.0, genome: [1.47, 1.0, 1.06, 5.0] 0.44803730292665844
13		fitness: 410.0, genome: [1.47, 1.0, 1.06, 5.0] 1.0229217419936234
14		fitness: 470.0, genome: [1.47, 1.0, 1.0, 5.0] 0.4371407914542127
15		fitness: 470.0, genome: [1.47, 1.0, 1.0, 5.0] 0.2230386465859464
16		fitness: 443.0, genome: [4.49, 1.0, 1.0, 5.0] 1.3399992420253002
17		fitness: 443.0, genome: [4.49, 1.0, 1.0, 5.0] 0.15479349160559108
18		fitness: 375.0, genome: [4.49, 1.0, 1.0, 5.0] 0.8841975966638376
19		fitness: 335.0, genome: [4.49, 1.0, 1.0, 5.0] 0.04856071570735421
20		fitness: 335.0, genome: [4.49, 1.0, 1.0, 5.0] 1.7955502314295726
