GEN		MAX FITNESS
0		0.0
1		500.0
2		437.0
3		321.0
4		355.0
5		391.0
6		437.0
7		340.0
8		477.0
9		275.0
10		247.0
11		303.0
12		237.0
13		305.0
14		235.0
15		287.0
16		276.0
17		211.0
18		314.0
19		269.0
20		286.0
21		296.0
22		225.0
23		240.0
24		236.0
25		268.0
26		290.0
27		256.0
28		282.0
29		368.0
30		325.0
31		460.0
32		417.0
33		390.0
34		340.0

GEN		AVG FITNESS
0		0.0
1		302.1666666666667
2		146.16666666666666
3		214.0
4		200.0
5		254.33333333333334
6		242.0
7		190.33333333333334
8		269.8333333333333
9		181.5
10		167.33333333333334
11		183.5
12		140.16666666666666
13		143.33333333333334
14		130.66666666666666
15		157.0
16		184.83333333333334
17		126.33333333333333
18		152.0
19		191.66666666666666
20		179.5
21		194.66666666666666
22		147.66666666666666
23		135.5
24		155.33333333333334
25		131.0
26		172.0
27		146.33333333333334
28		176.0
29		192.16666666666666
30		166.5
31		280.0
32		279.1666666666667
33		252.33333333333334
34		232.16666666666666

GEN		MAX OFFSPRING FITNESS
0		500.0
1		437.0
2		321.0
3		355.0
4		391.0
5		437.0
6		340.0
7		477.0
8		275.0
9		247.0
10		303.0
11		237.0
12		305.0
13		235.0
14		287.0
15		276.0
16		211.0
17		314.0
18		269.0
19		286.0
20		296.0
21		225.0
22		240.0
23		236.0
24		268.0
25		290.0
26		256.0
27		282.0
28		368.0
29		325.0
30		460.0
31		417.0
32		390.0
33		340.0
34		327.0

GEN		AVG OFFSPRING FITNESS
0		54.6
1		38.56666666666667
2		39.13333333333333
3		37.9
4		50.86666666666667
5		45.06666666666667
6		37.6
7		54.63333333333333
8		40.233333333333334
9		33.4
10		33.96666666666667
11		23.466666666666665
12		28.666666666666668
13		26.2
14		32.233333333333334
15		36.3
16		21.966666666666665
17		33.3
18		39.93333333333333
19		35.266666666666666
20		32.56666666666667
21		31.066666666666666
22		25.7
23		28.933333333333334
24		22.233333333333334
25		33.733333333333334
26		28.933333333333334
27		35.5
28		38.4
29		37.266666666666666
30		51.56666666666667
31		55.833333333333336
32		51.233333333333334
33		46.7
34		52.03333333333333

GEN		BEST INDIVIDUAL
0		fitness: 500.0, genome: [2.25, 4.3, 4.16, 3.037598131683218] 1.1818208329155067
1		fitness: 500.0, genome: [2.25, 4.3, 4.16, 3.037598131683218] 0.5992780092717125
2		fitness: 437.0, genome: [2.25, 4.3, 4.16, 3.0525981316832183] 1.3272546584808995
3		fitness: 355.0, genome: [4.99, 3.68, 4.16, 4.427447008407567] 1.6162982043699683
4		fitness: 391.0, genome: [5.0, 3.68, 4.18, 4.427447008407567] 1.6954488255105833
5		fitness: 437.0, genome: [4.99, 3.68, 4.18, 4.442447008407567] 1.6114278034491676
6		fitness: 437.0, genome: [4.99, 3.68, 4.18, 4.442447008407567] 1.7609530851087638
7		fitness: 477.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 0.7867702201243738
8		fitness: 477.0, genome: [4.97, 3.67, 4.18, 4.442447008407567] 0.7824721546266267
