GEN		MAX FITNESS
0		0.0
1		372.0
2		246.0
3		320.0
4		433.0
5		341.0
6		337.0
7		293.0
8		296.0
9		288.0
10		259.0
11		268.0
12		331.0
13		389.0
14		391.0
15		430.0
16		351.0
17		424.0
18		437.0
19		287.0
20		280.0
21		269.0
22		297.0
23		277.0
24		434.0
25		336.0
26		352.0
27		304.0
28		308.0
29		342.0
30		433.0
31		368.0
32		450.0
33		340.0
34		294.0

GEN		AVG FITNESS
0		0.0
1		207.0
2		110.66666666666667
3		189.66666666666666
4		208.16666666666666
5		256.5
6		214.5
7		233.33333333333334
8		214.16666666666666
9		185.66666666666666
10		195.33333333333334
11		180.33333333333334
12		214.16666666666666
13		223.5
14		238.0
15		265.5
16		238.5
17		237.16666666666666
18		245.66666666666666
19		205.66666666666666
20		194.33333333333334
21		211.5
22		222.5
23		207.16666666666666
24		249.16666666666666
25		241.5
26		227.83333333333334
27		199.66666666666666
28		221.66666666666666
29		238.0
30		302.3333333333333
31		258.5
32		283.5
33		225.33333333333334
34		183.66666666666666

GEN		MAX OFFSPRING FITNESS
0		372.0
1		246.0
2		320.0
3		433.0
4		341.0
5		337.0
6		293.0
7		296.0
8		288.0
9		259.0
10		268.0
11		331.0
12		389.0
13		391.0
14		430.0
15		351.0
16		424.0
17		437.0
18		287.0
19		280.0
20		269.0
21		297.0
22		277.0
23		434.0
24		336.0
25		352.0
26		304.0
27		308.0
28		342.0
29		433.0
30		368.0
31		450.0
32		340.0
33		294.0
34		281.0

GEN		AVG OFFSPRING FITNESS
0		37.4
1		22.133333333333333
2		37.93333333333333
3		42.4
4		48.2
5		44.86666666666667
6		46.2
7		42.1
8		39.2
9		40.8
10		37.0
11		44.43333333333333
12		44.7
13		47.13333333333333
14		55.06666666666667
15		45.46666666666667
16		47.833333333333336
17		49.0
18		42.5
19		38.86666666666667
20		42.5
21		45.13333333333333
22		41.3
23		48.6
24		45.233333333333334
25		46.0
26		38.93333333333333
27		43.333333333333336
28		48.43333333333333
29		60.46666666666667
30		52.03333333333333
31		53.766666666666666
32		43.2
33		38.333333333333336
34		40.266666666666666

GEN		BEST INDIVIDUAL
0		fitness: 372.0, genome: [4.36, 4.2, 2.31, 2.4554652943350783] 1.1081021144170062
1		fitness: 372.0, genome: [4.36, 4.2, 2.31, 2.4554652943350783] 1.907545462150621
2		fitness: 320.0, genome: [4.36, 4.2, 1.0, 5.0] 1.080045176938337
3		fitness: 433.0, genome: [4.37, 4.2, 1.0, 5.0] 1.4277354295626385
4		fitness: 433.0, genome: [4.37, 4.2, 1.0, 5.0] 0.10642846501698977
5		fitness: 341.0, genome: [4.37, 4.2, 1.0, 5.0] 1.258326563298533
6		fitness: 337.0, genome: [4.37, 4.2, 1.46, 5.0] 0.4817571616703855
7		fitness: 296.0, genome: [4.36, 4.2, 1.46, 5.0] 1.0509667158231024
8		fitness: 296.0, genome: [4.36, 4.2, 1.46, 5.0] 1.5788310925919111
9		fitness: 288.0, genome: [4.36, 4.19, 1.46, 5.0] 1.0595455676086052
10		fitness: 268.0, genome: [4.36, 4.19, 1.46, 5.0] 0.41508847054565035
11		fitness: 331.0, genome: [4.36, 4.19, 1.45, 5.0] 0.6688624617561372
12		fitness: 389.0, genome: [4.36, 4.19, 1.46, 5.0] 0.6839062551876469
13		fitness: 391.0, genome: [4.36, 4.19, 1.46, 5.0] 0.38932076734395005
14		fitness: 430.0, genome: [4.36, 4.19, 1.46, 4.985] 0.2906127836329211
15		fitness: 430.0, genome: [4.36, 4.19, 1.46, 4.985] 0.2285103170840137
16		fitness: 424.0, genome: [4.37, 1.62, 1.45, 5.0] 0.5544673899493866
17		fitness: 437.0, genome: [4.37, 1.62, 1.46, 2.8546565787901907] 1.825041784931397
18		fitness: 437.0, genome: [4.37, 1.62, 1.46, 2.8546565787901907] 1.1744798102714264
19		fitness: 287.0, genome: [4.37, 1.62, 1.43, 5.0] 1.4091869280165152
20		fitness: 280.0, genome: [4.37, 1.62, 1.48, 5.0] 0.152111154757558
21		fitness: 297.0, genome: [4.37, 1.62, 1.49, 3.2678050645424217] 1.4043075578302342
22		fitness: 297.0, genome: [4.37, 1.62, 1.49, 3.2678050645424217] 0.45070749024720436
23		fitness: 434.0, genome: [4.36, 1.64, 1.49, 3.2678050645424217] 0.6949161234668713
24		fitness: 434.0, genome: [4.36, 1.64, 1.49, 3.2678050645424217] 0.614442743010359
25		fitness: 352.0, genome: [4.36, 1.64, 1.49, 2.7169052284571333] 1.8550735138266912
26		fitness: 352.0, genome: [4.36, 1.64, 1.49, 2.7169052284571333] 0.4769859371007108
27		fitness: 308.0, genome: [4.36, 4.79, 1.51, 2.7169052284571333] 0.008213979771194202
28		fitness: 342.0, genome: [4.42, 4.79, 1.51, 2.7169052284571333] 1.728325667898576
29		fitness: 433.0, genome: [4.42, 4.79, 1.52, 2.7169052284571333] 1.9193518884602796
30		fitness: 433.0, genome: [4.42, 4.79, 1.52, 2.7169052284571333] 1.1586777465639833
31		fitness: 450.0, genome: [4.42, 4.77, 1.52, 2.7319052284571335] 1.451516775004273
32		fitness: 450.0, genome: [4.42, 4.77, 1.52, 2.7319052284571335] 1.6403398144955457
33		fitness: 340.0, genome: [4.42, 1.95, 1.82, 2.7169052284571333] 1.314644254223865
34		fitness: 294.0, genome: [4.42, 1.95, 1.82, 2.7169052284571333] 1.0300269767490207

GEN		BEST PARENT
0		fitness: 0.0, genome: [1.92, 4.39, 1.96, 4.842389187003005] 1.058773283579577
1		fitness: 372.0, genome: [4.36, 4.2, 2.31, 2.4554652943350783] 1.0176596167586114
2		fitness: 246.0, genome: [4.36, 4.2, 2.31, 5.0] 1.3054093505943878
3		fitness: 320.0, genome: [4.36, 4.2, 1.0, 5.0] 0.9236243116140144
4		fitness: 433.0, genome: [4.37, 4.2, 1.0, 5.0] 0.13526702312791583
5		fitness: 341.0, genome: [4.37, 4.2, 1.0, 5.0] 1.7078465852472775
6		fitness: 337.0, genome: [4.37, 4.2, 1.46, 5.0] 1.9838569145638274
7		fitness: 293.0, genome: [4.37, 4.2, 1.46, 5.0] 1.1354386809956662
8		fitness: 296.0, genome: [4.36, 4.2, 1.46, 5.0] 0.1541811209920514
9		fitness: 288.0, genome: [4.36, 4.19, 1.46, 5.0] 0.18109992188000157
10		fitness: 259.0, genome: [4.36, 4.19, 1.46, 5.0] 0.8936908417849108
11		fitness: 268.0, genome: [4.36, 4.19, 1.46, 5.0] 0.5405355980475883
12		fitness: 331.0, genome: [4.36, 4.19, 1.45, 5.0] 0.05429133026844757
13		fitness: 389.0, genome: [4.36, 4.19, 1.46, 5.0] 0.04348084357886228
14		fitness: 391.0, genome: [4.36, 4.19, 1.46, 5.0] 0.8418626843743251
15		fitness: 430.0, genome: [4.36, 4.19, 1.46, 4.985] 1.356106182516999
16		fitness: 351.0, genome: [4.37, 4.19, 1.45, 5.0] 1.05690124593472
17		fitness: 424.0, genome: [4.37, 1.62, 1.45, 5.0] 1.0673918205188702
18		fitness: 437.0, genome: [4.37, 1.62, 1.46, 2.8546565787901907] 1.5809633273083357
19		fitness: 287.0, genome: [4.37, 1.62, 1.43, 5.0] 1.4167619018083581
20		fitness: 280.0, genome: [4.37, 1.62, 1.48, 5.0] 1.0485090418120675
21		fitness: 269.0, genome: [4.37, 1.62, 1.49, 5.0] 0.7080248012720911
22		fitness: 297.0, genome: [4.37, 1.62, 1.49, 3.2678050645424217] 0.0989325143808304
23		fitness: 277.0, genome: [5.0, 1.62, 1.49, 3.2678050645424217] 1.615646433418219
24		fitness: 434.0, genome: [4.36, 1.64, 1.49, 3.2678050645424217] 1.2644958248451348
25		fitness: 336.0, genome: [4.36, 1.64, 1.49, 3.2528050645424216] 1.1787082075120983
26		fitness: 352.0, genome: [4.36, 1.64, 1.49, 2.7169052284571333] 0.44319657370803456
27		fitness: 304.0, genome: [4.36, 1.64, 1.51, 2.7169052284571333] 0.8706181489190223
28		fitness: 308.0, genome: [4.36, 4.79, 1.51, 2.7169052284571333] 1.2664810761506644
29		fitness: 342.0, genome: [4.42, 4.79, 1.51, 2.7169052284571333] 1.6383375546280832
30		fitness: 433.0, genome: [4.42, 4.79, 1.52, 2.7169052284571333] 0.5216398964505
31		fitness: 368.0, genome: [4.42, 4.79, 1.52, 2.7169052284571333] 1.4875999334342664
32		fitness: 450.0, genome: [4.42, 4.77, 1.52, 2.7319052284571335] 1.0990730062200735
33		fitness: 340.0, genome: [4.42, 1.95, 1.82, 2.7169052284571333] 1.077069475041655
34		fitness: 294.0, genome: [4.42, 1.95, 1.82, 2.7169052284571333] 1.1617061647147215

GEN		BEST CHILD
0		fitness: 372.0, genome: [4.36, 4.2, 2.31, 2.4554652943350783] 1.0414152629114823
1		fitness: 246.0, genome: [4.36, 4.2, 2.31, 5.0] 0.9144675358482708
2		fitness: 320.0, genome: [4.36, 4.2, 1.0, 5.0] 1.0930465944844217
3		fitness: 433.0, genome: [4.37, 4.2, 1.0, 5.0] 1.6158150294055131
4		fitness: 341.0, genome: [4.37, 4.2, 1.0, 5.0] 0.4630280609140054
5		fitness: 337.0, genome: [4.37, 4.2, 1.46, 5.0] 0.5468047699006129
6		fitness: 293.0, genome: [4.37, 4.2, 1.46, 5.0] 0.2805592312698655
7		fitness: 296.0, genome: [4.36, 4.2, 1.46, 5.0] 0.9154342589081472
8		fitness: 288.0, genome: [4.36, 4.19, 1.46, 5.0] 0.6820933004427143
9		fitness: 259.0, genome: [4.36, 4.19, 1.46, 5.0] 1.9000500388527155
10		fitness: 268.0, genome: [4.36, 4.19, 1.46, 5.0] 1.4358714326332394
11		fitness: 331.0, genome: [4.36, 4.19, 1.45, 5.0] 1.5871271372568192
12		fitness: 389.0, genome: [4.36, 4.19, 1.46, 5.0] 1.1328084250309067
13		fitness: 391.0, genome: [4.36, 4.19, 1.46, 5.0] 0.2650424348725553
14		fitness: 430.0, genome: [4.36, 4.19, 1.46, 4.985] 0.009491967258490108
15		fitness: 351.0, genome: [4.37, 4.19, 1.45, 5.0] 0.5615886006019657
16		fitness: 424.0, genome: [4.37, 1.62, 1.45, 5.0] 0.27568684241961816
17		fitness: 437.0, genome: [4.37, 1.62, 1.46, 2.8546565787901907] 0.16893526302471695
18		fitness: 287.0, genome: [4.37, 1.62, 1.43, 5.0] 1.563862026913526
19		fitness: 280.0, genome: [4.37, 1.62, 1.48, 5.0] 1.8211436101622875
20		fitness: 269.0, genome: [4.37, 1.62, 1.49, 5.0] 1.7321949354575783
21		fitness: 297.0, genome: [4.37, 1.62, 1.49, 3.2678050645424217] 0.9792678074016956
22		fitness: 277.0, genome: [5.0, 1.62, 1.49, 3.2678050645424217] 1.167274519982116
23		fitness: 434.0, genome: [4.36, 1.64, 1.49, 3.2678050645424217] 1.5508998360852884
24		fitness: 336.0, genome: [4.36, 1.64, 1.49, 3.2528050645424216] 1.6592764569596063
25		fitness: 352.0, genome: [4.36, 1.64, 1.49, 2.7169052284571333] 1.0733911806629364
26		fitness: 304.0, genome: [4.36, 1.64, 1.51, 2.7169052284571333] 1.1466987989806459
27		fitness: 308.0, genome: [4.36, 4.79, 1.51, 2.7169052284571333] 0.06597789008412636
28		fitness: 342.0, genome: [4.42, 4.79, 1.51, 2.7169052284571333] 1.9859643378861278
29		fitness: 433.0, genome: [4.42, 4.79, 1.52, 2.7169052284571333] 0.29745323298341964
30		fitness: 368.0, genome: [4.42, 4.79, 1.52, 2.7169052284571333] 1.3807099980464346
31		fitness: 450.0, genome: [4.42, 4.77, 1.52, 2.7319052284571335] 1.179028722294401
32		fitness: 340.0, genome: [4.42, 1.95, 1.82, 2.7169052284571333] 0.8655211855185583
33		fitness: 294.0, genome: [4.42, 1.95, 1.82, 2.7169052284571333] 0.5251533614487185
34		fitness: 281.0, genome: [4.42, 1.93, 1.82, 2.7169052284571333] 0.9952540877335789

