GEN		MAX FITNESS
0		0.0
1		337.0
2		407.0
3		500.0
4		329.0
5		133.0
6		213.0
7		259.0
8		241.0
9		289.0
10		344.0
11		350.0
12		373.0
13		440.0
14		342.0
15		310.0
16		372.0
17		350.0
18		381.0
19		303.0
20		362.0
21		413.0
22		386.0
23		381.0
24		370.0
25		347.0
26		439.0
27		322.0
28		381.0
29		394.0
30		251.0
31		274.0
32		258.0
33		368.0
34		298.0

GEN		AVG FITNESS
0		0.0
1		173.83333333333334
2		225.16666666666666
3		247.33333333333334
4		150.83333333333334
5		49.333333333333336
6		90.16666666666667
7		98.66666666666667
8		118.5
9		164.33333333333334
10		229.33333333333334
11		204.16666666666666
12		164.33333333333334
13		283.5
14		205.33333333333334
15		169.33333333333334
16		220.66666666666666
17		173.5
18		220.16666666666666
19		204.83333333333334
20		209.0
21		267.6666666666667
22		295.6666666666667
23		212.33333333333334
24		259.6666666666667
25		199.5
26		298.1666666666667
27		191.5
28		233.66666666666666
29		229.0
30		186.33333333333334
31		188.66666666666666
32		163.5
33		212.83333333333334
34		203.16666666666666

GEN		MAX OFFSPRING FITNESS
0		337.0
1		407.0
2		500.0
3		329.0
4		133.0
5		213.0
6		259.0
7		241.0
8		289.0
9		344.0
10		350.0
11		373.0
12		440.0
13		342.0
14		310.0
15		372.0
16		350.0
17		381.0
18		303.0
19		362.0
20		413.0
21		386.0
22		381.0
23		370.0
24		347.0
25		439.0
26		322.0
27		381.0
28		394.0
29		251.0
30		274.0
31		258.0
32		368.0
33		298.0
34		336.0

GEN		AVG OFFSPRING FITNESS
0		34.766666666666666
1		50.06666666666667
2		47.2
3		21.633333333333333
4		12.3
5		17.266666666666666
6		19.733333333333334
7		23.7
8		36.9
9		47.8
10		42.7
11		31.4
12		61.1
13		41.1
14		33.0
15		44.93333333333333
16		33.93333333333333
17		47.86666666666667
18		43.166666666666664
19		46.36666666666667
20		53.53333333333333
21		60.166666666666664
22		42.03333333333333
23		45.86666666666667
24		37.8
25		54.2
26		41.6
27		43.4
28		43.5
29		35.833333333333336
30		37.1
31		34.46666666666667
32		42.56666666666667
33		41.233333333333334
34		41.56666666666667

GEN		BEST INDIVIDUAL
0		fitness: 337.0, genome: [2.23, 1.83, 2.08, 4.219443032466339] 1.8971856507184874
1		fitness: 407.0, genome: [2.23, 1.81, 2.08, 4.219443032466339] 0.2577217951996196
2		fitness: 500.0, genome: [2.23, 1.83, 2.06, 1.9290448601325394] 0.8046143612923937
3		fitness: 500.0, genome: [2.23, 1.83, 2.06, 1.9290448601325394] 0.3199265310339183
4		fitness: 329.0, genome: [1.0, 1.83, 2.08, 1.0] 1.3769796434938366
5		fitness: 213.0, genome: [2.23, 1.83, 2.08, 1.8990448601325396] 1.923553400017161
6		fitness: 259.0, genome: [2.25, 1.83, 2.08, 3.9290448601325396] 0.48629861948968633
7		fitness: 259.0, genome: [2.25, 1.83, 2.08, 3.9290448601325396] 0.8653036638651659
8		fitness: 289.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 1.1357139003086343
9		fitness: 344.0, genome: [2.25, 1.0, 1.35, 3.9290448601325396] 0.40039865415870035
10		fitness: 350.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 1.2754297887643946
11		fitness: 373.0, genome: [2.23, 1.0, 1.35, 3.9140448601325395] 0.14112359891559545
12		fitness: 440.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 0.2984325306080393
13		fitness: 440.0, genome: [2.23, 1.0, 1.35, 3.9290448601325396] 0.5982096221094118
14		fitness: 342.0, genome: [2.22, 1.0, 1.35, 3.9140448601325395] 1.6427132562426325
15		fitness: 372.0, genome: [2.2, 1.01, 1.35, 3.9140448601325395] 0.5912753415776435
16		fitness: 372.0, genome: [2.2, 1.01, 1.35, 3.9140448601325395] 1.7361413940577994
17		fitness: 381.0, genome: [2.22, 1.0, 1.35, 5.0] 1.1500604286153608
18		fitness: 381.0, genome: [2.22, 1.0, 1.35, 5.0] 0.7887039806788065
19		fitness: 362.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.8973836692663428
20		fitness: 413.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.25364984028833093
21		fitness: 413.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 1.1396367709310282
22		fitness: 386.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 0.10016628965070451
23		fitness: 381.0, genome: [5.0, 1.01, 1.0, 3.9140448601325395] 1.6195605337006778
24		fitness: 370.0, genome: [5.0, 1.01, 1.0, 5.0] 1.8808665382010168
25		fitness: 439.0, genome: [5.0, 1.01, 1.01, 5.0] 0.1446048020916053
26		fitness: 439.0, genome: [5.0, 1.01, 1.01, 5.0] 0.11038728343879023
27		fitness: 381.0, genome: [5.0, 1.01, 1.01, 2.494882741837899] 1.15714617452701
28		fitness: 394.0, genome: [5.0, 1.0, 1.01, 2.494882741837899] 0.738541002405823
29		fitness: 394.0, genome: [5.0, 1.0, 1.01, 2.494882741837899] 1.339367752456584
30		fitness: 274.0, genome: [5.0, 1.0, 1.0, 2.494882741837899] 0.7573420833571702
31		fitness: 274.0, genome: [5.0, 1.0, 1.0, 2.494882741837899] 0.7799457496764082
32		fitness: 368.0, genome: [5.0, 1.0, 1.0, 5.0] 0.35131149373822
33		fitness: 368.0, genome: [5.0, 1.0, 1.0, 5.0] 1.6507610818854226
34		fitness: 336.0, genome: [5.0, 1.0, 1.0, 5.0] 1.809576225641251

GEN		BEST PARENT
0		fitness: 0.0, genome: [4.63, 1.11, 1.24, 4.703112971139927] 1.521206327908733
1		fitness: 337.0, genome: [2.23, 1.83, 2.08, 4.219443032466339] 1.3747578246960488
2		fitness: 407.0, genome: [2.23, 1.81, 2.08, 4.219443032466339] 1.9797523476210699
3		fitness: 500.0, genome: [2.23, 1.83, 2.06, 1.9290448601325394] 0.33462476731421353
4		fitness: 329.0, genome: [1.0, 1.83, 2.08, 1.0] 1.4344574058268258
5		fitness: 133.0, genome: [2.23, 1.83, 2.08, 1.9140448601325395] 1.1233890757721068
6		fitness: 213.0, genome: [2.23, 1.83, 2.08, 1.8990448601325396] 0.8589657407729707
7		fitness: 259.0, genome: [2.25, 1.83, 2.08, 3.9290448601325396] 0.4393438907089424
