GEN		MAX FITNESS
0		0.0
1		431.0
2		474.0
3		440.0
4		370.0
5		295.0
6		183.0
7		370.0
8		284.0
9		266.0
10		221.0
11		444.0
12		273.0
13		341.0
14		351.0
15		340.0
16		291.0
17		379.0
18		252.0
19		280.0
20		377.0
21		362.0
22		276.0
23		262.0
24		258.0
25		421.0
26		383.0
27		244.0
28		340.0
29		278.0
30		417.0
31		439.0
32		297.0
33		349.0
34		246.0

GEN		AVG FITNESS
0		0.0
1		263.1666666666667
2		338.0
3		184.16666666666666
4		161.16666666666666
5		184.16666666666666
6		94.33333333333333
7		142.83333333333334
8		159.16666666666666
9		162.66666666666666
10		140.33333333333334
11		166.0
12		181.83333333333334
13		234.0
14		252.5
15		195.33333333333334
16		200.16666666666666
17		223.66666666666666
18		179.5
19		207.83333333333334
20		240.5
21		258.5
22		191.0
23		178.33333333333334
24		183.0
25		243.66666666666666
26		220.66666666666666
27		168.5
28		197.16666666666666
29		195.66666666666666
30		221.66666666666666
31		239.16666666666666
32		189.0
33		166.83333333333334
34		162.5

GEN		MAX OFFSPRING FITNESS
0		431.0
1		474.0
2		440.0
3		370.0
4		295.0
5		183.0
6		370.0
7		284.0
8		266.0
9		221.0
10		444.0
11		273.0
12		341.0
13		351.0
14		340.0
15		291.0
16		379.0
17		252.0
18		280.0
19		377.0
20		362.0
21		276.0
22		262.0
23		258.0
24		421.0
25		383.0
26		244.0
27		340.0
28		278.0
29		417.0
30		439.0
31		297.0
32		349.0
33		246.0
34		369.0

GEN		AVG OFFSPRING FITNESS
0		52.63333333333333
1		66.8
2		44.1
3		35.666666666666664
4		34.46666666666667
5		19.5
6		36.1
7		30.133333333333333
8		35.9
9		28.066666666666666
10		35.166666666666664
11		36.36666666666667
12		50.233333333333334
13		51.666666666666664
14		42.36666666666667
15		40.03333333333333
16		45.53333333333333
17		33.7
18		43.2
19		47.333333333333336
20		48.1
21		38.6
22		34.46666666666667
23		35.8
24		53.0
25		40.833333333333336
26		33.6
27		38.03333333333333
28		39.06666666666667
29		44.06666666666667
30		44.96666666666667
31		34.333333333333336
32		38.766666666666666
33		32.53333333333333
34		38.1

GEN		BEST INDIVIDUAL
0		fitness: 431.0, genome: [3.89, 1.51, 1.69, 1.880841819808487] 0.14629332358513425
1		fitness: 474.0, genome: [1.0, 1.25, 1.51, 2.2481032824125307] 1.3358782543437646
2		fitness: 474.0, genome: [1.0, 1.25, 1.51, 2.2481032824125307] 0.03962112719723487
3		fitness: 440.0, genome: [3.89, 1.51, 2.43, 2.2481032824125307] 1.6821842637547282
4		fitness: 370.0, genome: [3.89, 1.51, 2.43, 2.2481032824125307] 1.209132723291449
5		fitness: 295.0, genome: [3.88, 1.51, 2.43, 1.0] 1.4428908056690313
6		fitness: 370.0, genome: [3.88, 1.51, 2.43, 3.0000000000000004] 1.676187965492354
7		fitness: 370.0, genome: [3.88, 1.51, 2.43, 3.0000000000000004] 0.17279312504567734
8		fitness: 284.0, genome: [5.0, 1.53, 2.43, 1.0] 1.5370420736529864
9		fitness: 266.0, genome: [5.0, 1.51, 2.43, 1.0] 1.8633048361274867
10		fitness: 444.0, genome: [4.99, 1.51, 2.43, 3.015] 1.7456388404257892
11		fitness: 444.0, genome: [4.99, 1.51, 2.43, 3.015] 1.8413412470018966
12		fitness: 341.0, genome: [4.47, 1.51, 1.0, 3.015] 1.1559204785834185
13		fitness: 351.0, genome: [5.0, 1.51, 1.01, 3.015] 1.5378545290218828
14		fitness: 351.0, genome: [5.0, 1.51, 1.01, 3.015] 1.5369533532885862
15		fitness: 340.0, genome: [5.0, 1.51, 1.0, 3.015] 0.06325685429000627
16		fitness: 379.0, genome: [5.0, 1.5, 1.0, 5.0] 0.7546946765343256
17		fitness: 379.0, genome: [5.0, 1.5, 1.0, 5.0] 0.7858518342468428
18		fitness: 280.0, genome: [5.0, 1.5, 1.0, 5.0] 0.7915846846057708
19		fitness: 377.0, genome: [5.0, 1.5, 1.0, 5.0] 1.2858854421007007
20		fitness: 377.0, genome: [5.0, 1.5, 1.0, 5.0] 1.0552094746181453
21		fitness: 362.0, genome: [5.0, 1.5, 1.0, 5.0] 0.8866325727978206
22		fitness: 276.0, genome: [5.0, 1.5, 1.0, 5.0] 1.7102912352229274
23		fitness: 262.0, genome: [5.0, 1.5, 1.0, 5.0] 1.4881228945958382
24		fitness: 421.0, genome: [5.0, 1.5, 1.0, 4.985] 1.0298282833032086
25		fitness: 421.0, genome: [5.0, 1.5, 1.0, 4.985] 1.4609446560785067
26		fitness: 383.0, genome: [5.0, 1.5, 1.0, 4.985] 0.5962277330013526
27		fitness: 340.0, genome: [5.0, 1.51, 1.0, 3.0474018031919767] 0.3875100253841812
28		fitness: 340.0, genome: [5.0, 1.51, 1.0, 3.0474018031919767] 1.35381986831788
29		fitness: 417.0, genome: [5.0, 1.51, 1.0, 1.1749992400454063] 1.3664878868057815
30		fitness: 439.0, genome: [5.0, 1.51, 1.0, 1.1749992400454063] 0.7586765514479581
31		fitness: 439.0, genome: [5.0, 1.51, 1.0, 1.1749992400454063] 1.6551212969308577
32		fitness: 349.0, genome: [5.0, 1.51, 1.0, 1.1899992400454062] 0.7183080424968855
33		fitness: 349.0, genome: [5.0, 1.51, 1.0, 1.1899992400454062] 1.4858159463053928
34		fitness: 369.0, genome: [5.0, 1.0, 1.0, 1.1899992400454062] 0.08345814345621161

GEN		BEST PARENT
0		fitness: 0.0, genome: [3.89, 1.51, 3.19, 1.880841819808487] 1.8405856360248602
1		fitness: 431.0, genome: [3.89, 1.51, 1.69, 1.880841819808487] 0.6806485362640631
2		fitness: 474.0, genome: [1.0, 1.25, 1.51, 2.2481032824125307] 0.9879562953268113
3		fitness: 440.0, genome: [3.89, 1.51, 2.43, 2.2481032824125307] 1.5016593982152155
4		fitness: 370.0, genome: [3.89, 1.51, 2.43, 2.2481032824125307] 1.5161902399748737
5		fitness: 295.0, genome: [3.88, 1.51, 2.43, 1.0] 0.26316380527333494
6		fitness: 183.0, genome: [3.88, 1.53, 2.43, 1.0] 1.3965508088634992
7		fitness: 370.0, genome: [3.88, 1.51, 2.43, 3.0000000000000004] 1.5390572319629068
8		fitness: 284.0, genome: [5.0, 1.53, 2.43, 1.0] 0.7896909987893526
9		fitness: 266.0, genome: [5.0, 1.51, 2.43, 1.0] 1.327663466778992
10		fitness: 221.0, genome: [5.0, 1.51, 2.43, 1.1257851143700675] 0.9971175860258286
11		fitness: 444.0, genome: [4.99, 1.51, 2.43, 3.015] 0.49438549895033024
12		fitness: 273.0, genome: [4.99, 1.51, 1.0, 3.015] 1.662883235576749
13		fitness: 341.0, genome: [4.47, 1.51, 1.0, 3.015] 1.6897101744953675
14		fitness: 351.0, genome: [5.0, 1.51, 1.01, 3.015] 0.826674937412399
15		fitness: 340.0, genome: [5.0, 1.51, 1.0, 3.015] 0.5468503475547712
16		fitness: 291.0, genome: [5.0, 1.5, 1.0, 3.015] 1.4164145247965432
17		fitness: 379.0, genome: [5.0, 1.5, 1.0, 5.0] 1.445237530912235
18		fitness: 252.0, genome: [5.0, 1.5, 1.0, 5.0] 1.4549341740570862
19		fitness: 280.0, genome: [5.0, 1.5, 1.0, 5.0] 0.4957523834946074
20		fitness: 377.0, genome: [5.0, 1.5, 1.0, 5.0] 0.43347610473049025
21		fitness: 362.0, genome: [5.0, 1.5, 1.0, 5.0] 0.7574051142234006
