GEN		MAX FITNESS
0		0.0
1		363.0
2		128.0
3		413.0
4		381.0
5		333.0
6		466.0
7		461.0
8		373.0
9		353.0
10		432.0
11		463.0
12		350.0
13		262.0
14		265.0
15		390.0
16		309.0
17		312.0
18		348.0
19		280.0
20		286.0
21		281.0
22		305.0
23		335.0
24		310.0
25		307.0
26		390.0
27		337.0
28		324.0
29		297.0
30		327.0
31		331.0
32		333.0
33		316.0
34		344.0

GEN		AVG FITNESS
0		0.0
1		148.66666666666666
2		95.16666666666667
3		193.66666666666666
4		222.0
5		236.83333333333334
6		317.6666666666667
7		225.83333333333334
8		279.8333333333333
9		242.16666666666666
10		280.5
11		290.8333333333333
12		224.83333333333334
13		177.0
14		158.33333333333334
15		223.83333333333334
16		202.83333333333334
17		189.0
18		250.33333333333334
19		208.83333333333334
20		186.83333333333334
21		162.5
22		223.66666666666666
23		244.33333333333334
24		233.66666666666666
25		180.16666666666666
26		177.0
27		246.16666666666666
28		218.66666666666666
29		221.0
30		181.33333333333334
31		222.5
32		227.66666666666666
33		225.66666666666666
34		260.3333333333333

GEN		MAX OFFSPRING FITNESS
0		363.0
1		128.0
2		413.0
3		381.0
4		333.0
5		466.0
6		461.0
7		373.0
8		353.0
9		432.0
10		463.0
11		350.0
12		262.0
13		265.0
14		390.0
15		309.0
16		312.0
17		348.0
18		280.0
19		286.0
20		281.0
21		305.0
22		335.0
23		310.0
24		307.0
25		390.0
26		337.0
27		324.0
28		297.0
29		327.0
30		331.0
31		333.0
32		316.0
33		344.0
34		351.0

GEN		AVG OFFSPRING FITNESS
0		30.7
1		16.533333333333335
2		39.233333333333334
3		47.666666666666664
4		48.86666666666667
5		63.833333333333336
6		47.233333333333334
7		53.2
8		47.43333333333333
9		55.266666666666666
10		48.166666666666664
11		46.96666666666667
12		33.1
13		31.666666666666668
14		40.96666666666667
15		43.3
16		37.8
17		49.63333333333333
18		40.13333333333333
19		36.0
20		35.233333333333334
21		44.733333333333334
22		48.86666666666667
23		47.53333333333333
24		30.333333333333332
25		42.5
26		49.733333333333334
27		45.3
28		44.266666666666666
29		39.266666666666666
30		38.36666666666667
31		49.0
32		44.56666666666667
33		50.8
34		45.233333333333334

GEN		BEST INDIVIDUAL
0		fitness: 363.0, genome: [1.0, 2.93, 3.81, 4.615800228242517] 1.688454203219767
1		fitness: 363.0, genome: [1.0, 2.93, 3.81, 4.615800228242517] 1.40952870688365
2		fitness: 413.0, genome: [3.64, 2.93, 1.55, 4.615800228242517] 1.9568308590669092
3		fitness: 413.0, genome: [3.64, 2.93, 1.55, 4.615800228242517] 1.9544651376969966
4		fitness: 381.0, genome: [3.64, 2.93, 1.0, 4.615800228242517] 0.3308608060789964
5		fitness: 466.0, genome: [3.62, 4.11, 1.0, 4.615800228242517] 1.436207978103584
6		fitness: 466.0, genome: [3.62, 4.11, 1.0, 4.615800228242517] 1.214495933749757
7		fitness: 461.0, genome: [3.62, 4.12, 1.0, 4.615800228242517] 0.4402947756976705
8		fitness: 373.0, genome: [3.62, 4.12, 1.01, 4.615800228242517] 1.4627343727626374
9		fitness: 432.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 1.019192031574035
10		fitness: 463.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 1.784467434319368
11		fitness: 463.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 1.3666568754440245
12		fitness: 350.0, genome: [1.0, 4.11, 1.0, 4.600800228242517] 0.5890009520013202
13		fitness: 265.0, genome: [2.1, 4.14, 1.0, 4.630800228242516] 1.900220917865484
14		fitness: 390.0, genome: [2.1, 4.15, 1.0, 4.630800228242516] 0.7786124908263508
15		fitness: 390.0, genome: [2.1, 4.15, 1.0, 4.630800228242516] 1.7631686703086649
16		fitness: 312.0, genome: [2.1, 4.15, 1.01, 5.0] 0.4550121390690791
17		fitness: 348.0, genome: [2.1, 4.15, 1.01, 5.0] 1.58615925569295
18		fitness: 348.0, genome: [2.1, 4.15, 1.01, 5.0] 0.8320667139225666
19		fitness: 286.0, genome: [2.08, 4.17, 1.01, 5.0] 0.5050159731459833
20		fitness: 286.0, genome: [2.08, 4.17, 1.01, 5.0] 1.9246338996602916
21		fitness: 305.0, genome: [2.1, 3.55, 1.01, 4.985] 1.427599015111068
22		fitness: 335.0, genome: [2.1, 5.0, 1.0, 4.985] 1.2375370247203368
23		fitness: 335.0, genome: [2.1, 5.0, 1.0, 4.985] 0.9120200544041994
24		fitness: 310.0, genome: [4.37, 5.0, 1.0, 4.985] 1.9340432543944106
25		fitness: 390.0, genome: [4.37, 3.62, 1.0, 4.970000000000001] 1.9934862788874188
26		fitness: 390.0, genome: [4.37, 3.62, 1.0, 4.970000000000001] 0.7876369938680519
27		fitness: 337.0, genome: [4.37, 3.62, 1.01, 4.970000000000001] 1.0956389850421953
28		fitness: 324.0, genome: [4.37, 3.62, 1.01, 4.970000000000001] 1.5544873352033721
29		fitness: 327.0, genome: [4.37, 1.46, 1.01, 4.970000000000001] 1.5168112164225873
30		fitness: 331.0, genome: [4.37, 3.36, 1.01, 4.970000000000001] 1.3412334380265518
31		fitness: 333.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 0.571727883475446
32		fitness: 333.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 1.1222522203927447
33		fitness: 344.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 1.8403500061544635
34		fitness: 351.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 1.8980705535850881

GEN		BEST PARENT
0		fitness: 0.0, genome: [3.92, 4.9, 4.44, 1.2155530686863028] 0.0833991145178754
1		fitness: 363.0, genome: [1.0, 2.93, 3.81, 4.615800228242517] 1.3739178125250946
2		fitness: 128.0, genome: [3.64, 2.93, 3.81, 4.615800228242517] 1.1283832156129492
3		fitness: 413.0, genome: [3.64, 2.93, 1.55, 4.615800228242517] 1.3587310221955984
4		fitness: 381.0, genome: [3.64, 2.93, 1.0, 4.615800228242517] 0.31343732408304126
5		fitness: 333.0, genome: [3.62, 2.93, 1.0, 4.615800228242517] 1.5255254035230128
6		fitness: 466.0, genome: [3.62, 4.11, 1.0, 4.615800228242517] 1.5183326468584193
7		fitness: 461.0, genome: [3.62, 4.12, 1.0, 4.615800228242517] 1.6897357958285466
8		fitness: 373.0, genome: [3.62, 4.12, 1.01, 4.615800228242517] 1.656356229012794
9		fitness: 353.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 0.2057350594443612
10		fitness: 432.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 0.11584823991734305
11		fitness: 463.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 1.7370903542291078
12		fitness: 350.0, genome: [1.0, 4.11, 1.0, 4.600800228242517] 0.24269386886853583
13		fitness: 262.0, genome: [1.0, 4.12, 1.0, 4.615800228242517] 1.3305888529296237
14		fitness: 265.0, genome: [2.1, 4.14, 1.0, 4.630800228242516] 1.8933707660955332
15		fitness: 390.0, genome: [2.1, 4.15, 1.0, 4.630800228242516] 1.879643564540161
16		fitness: 309.0, genome: [2.1, 4.15, 1.01, 4.630800228242516] 0.2604849344510234
17		fitness: 312.0, genome: [2.1, 4.15, 1.01, 5.0] 0.08391812717524094
18		fitness: 348.0, genome: [2.1, 4.15, 1.01, 5.0] 0.4114735940592327
19		fitness: 280.0, genome: [2.1, 4.15, 1.01, 2.4274287436544792] 0.04117816720108447
20		fitness: 286.0, genome: [2.08, 4.17, 1.01, 5.0] 1.4714600603087231
21		fitness: 281.0, genome: [2.1, 4.15, 1.01, 4.985] 1.56038626150569
22		fitness: 305.0, genome: [2.1, 3.55, 1.01, 4.985] 1.9627456576617353
23		fitness: 335.0, genome: [2.1, 5.0, 1.0, 4.985] 0.03295824290117677
24		fitness: 310.0, genome: [4.37, 5.0, 1.0, 4.985] 1.0820512313440385
25		fitness: 307.0, genome: [4.37, 3.62, 1.0, 4.985] 1.1685777643035775
26		fitness: 390.0, genome: [4.37, 3.62, 1.0, 4.970000000000001] 0.07615074564177626
27		fitness: 337.0, genome: [4.37, 3.62, 1.01, 4.970000000000001] 0.07787565631100768
28		fitness: 324.0, genome: [4.37, 3.62, 1.01, 4.970000000000001] 0.9468865551681407
29		fitness: 297.0, genome: [4.37, 3.61, 1.01, 4.970000000000001] 1.1143174318204683
30		fitness: 327.0, genome: [4.37, 1.46, 1.01, 4.970000000000001] 1.371296764740371
31		fitness: 331.0, genome: [4.37, 3.36, 1.01, 4.970000000000001] 0.6306941483913124
32		fitness: 333.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 0.9794857659754226
33		fitness: 316.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 1.7293066817226321
34		fitness: 344.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 0.08894682676861287

GEN		BEST CHILD
0		fitness: 363.0, genome: [1.0, 2.93, 3.81, 4.615800228242517] 0.6397160910576871
1		fitness: 128.0, genome: [3.64, 2.93, 3.81, 4.615800228242517] 0.5122159511576665
2		fitness: 413.0, genome: [3.64, 2.93, 1.55, 4.615800228242517] 1.2346669920555102
3		fitness: 381.0, genome: [3.64, 2.93, 1.0, 4.615800228242517] 0.04677725895210205
4		fitness: 333.0, genome: [3.62, 2.93, 1.0, 4.615800228242517] 1.1739244533965818
5		fitness: 466.0, genome: [3.62, 4.11, 1.0, 4.615800228242517] 1.2859381547750912
6		fitness: 461.0, genome: [3.62, 4.12, 1.0, 4.615800228242517] 1.5269907945446606
7		fitness: 373.0, genome: [3.62, 4.12, 1.01, 4.615800228242517] 0.16291241796543487
8		fitness: 353.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 0.9358018756329871
9		fitness: 432.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 1.2397153164929238
10		fitness: 463.0, genome: [2.1, 4.11, 1.0, 4.615800228242517] 1.6584732709016652
11		fitness: 350.0, genome: [1.0, 4.11, 1.0, 4.600800228242517] 0.20656188710905687
12		fitness: 262.0, genome: [1.0, 4.12, 1.0, 4.615800228242517] 1.5721639863327328
13		fitness: 265.0, genome: [2.1, 4.14, 1.0, 4.630800228242516] 0.9810778281695509
14		fitness: 390.0, genome: [2.1, 4.15, 1.0, 4.630800228242516] 0.5079137095117741
15		fitness: 309.0, genome: [2.1, 4.15, 1.01, 4.630800228242516] 1.9996227002538742
16		fitness: 312.0, genome: [2.1, 4.15, 1.01, 5.0] 0.8730378366640763
17		fitness: 348.0, genome: [2.1, 4.15, 1.01, 5.0] 0.5725712563455205
18		fitness: 280.0, genome: [2.1, 4.15, 1.01, 2.4274287436544792] 1.9291536762244939
19		fitness: 286.0, genome: [2.08, 4.17, 1.01, 5.0] 1.3273002255467001
20		fitness: 281.0, genome: [2.1, 4.15, 1.01, 4.985] 0.6049109855288421
21		fitness: 305.0, genome: [2.1, 3.55, 1.01, 4.985] 1.96876666832345
22		fitness: 335.0, genome: [2.1, 5.0, 1.0, 4.985] 0.2760034765390178
23		fitness: 310.0, genome: [4.37, 5.0, 1.0, 4.985] 1.3783054817477391
24		fitness: 307.0, genome: [4.37, 3.62, 1.0, 4.985] 1.8394776515534843
25		fitness: 390.0, genome: [4.37, 3.62, 1.0, 4.970000000000001] 0.42407186736671476
26		fitness: 337.0, genome: [4.37, 3.62, 1.01, 4.970000000000001] 0.3883748799023352
27		fitness: 324.0, genome: [4.37, 3.62, 1.01, 4.970000000000001] 0.8396881394769551
28		fitness: 297.0, genome: [4.37, 3.61, 1.01, 4.970000000000001] 1.4468252424251042
29		fitness: 327.0, genome: [4.37, 1.46, 1.01, 4.970000000000001] 1.8932682376812018
30		fitness: 331.0, genome: [4.37, 3.36, 1.01, 4.970000000000001] 1.4731385135690327
31		fitness: 333.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 1.3037431068645289
32		fitness: 316.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 0.4703550670456538
33		fitness: 344.0, genome: [4.37, 3.37, 1.01, 4.970000000000001] 1.6750249792968694
